description,from_road,to_road,length_in_meters,delay_in_seconds,Year,Month (number),Day of month,Hour,Minute,rua_name,dupl_from,dupl_to,new_from,new_to
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,453,214,2018,12,10,9,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,163,2018,12,10,14,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,158,2018,12,10,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,322,2018,12,10,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,224,2018,12,10,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,136,2018,12,10,18,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,141,2018,12,10,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,218,140,2018,12,10,18,0,Avenida Padre Júlio Fragata,0,0,1,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,365,2018,12,10,18,0,Avenida Padre Júlio Fragata,1,1,1,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,215,2018,12,10,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),557,184,2018,12,10,19,0,Avenida Central,1,0,1,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,211,2018,12,10,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,190,2018,12,11,9,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,230,2018,12,11,9,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,259,2018,12,11,10,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,140,2018,12,11,16,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,240,2018,12,11,16,0,Avenida Central,1,0,1,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),322,226,2018,12,11,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,426,2018,12,11,18,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,144,2018,12,11,18,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,330,270,2018,12,11,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,São Vicente,Avenida Padre Júlio Fragata,904,372,2018,12,11,19,0,Avenida Padre Júlio Fragata,0,0,0,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,138,2018,12,11,19,0,Avenida Padre Júlio Fragata,0,1,0,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,251,2018,12,11,19,0,Avenida Central,0,0,0,0
stationary traffic,N14,Avenida da Liberdade,205,182,2018,12,11,22,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,127,2018,12,12,9,0,Avenida Central,0,0,0,0
slow traffic,Caminho de Lamas,Avenida Padre Júlio Fragata,674,82,2018,12,12,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,156,2018,12,12,9,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,134,2018,12,12,9,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,412,2018,12,12,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),324,275,2019,1,15,19,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,178,2019,1,15,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,281,2019,1,15,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,346,168,2019,1,16,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,166,2019,1,16,17,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,211,2019,1,16,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,210,2019,1,16,18,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,N103 (N101),678,189,2019,1,16,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,387,2019,1,16,19,0,Avenida Central,1,0,1,0
queuing traffic,Avenida da Liberdade,Avenida 31 de Janeiro / Rua Doutor Francisco Duarte,352,138,2019,1,17,9,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,125,2019,1,17,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,164,2019,1,17,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,377,2019,1,17,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,239,2019,1,17,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,506,436,2019,1,17,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,186,2019,1,17,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,249,2019,1,17,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),678,287,2019,1,17,19,0,Avenida Central,1,0,1,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,168,2019,1,17,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,201,2019,1,17,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,304,2019,1,17,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,216,2019,1,17,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,269,2019,1,18,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,296,2019,1,18,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,190,2019,1,18,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,230,2019,1,18,20,0,Avenida Padre Júlio Fragata,0,0,1,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,236,433,2019,1,18,20,0,Avenida Padre Júlio Fragata,1,1,1,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),434,286,2019,1,19,12,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,241,2019,1,19,12,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,196,2019,1,19,12,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),372,234,2019,1,19,13,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,130,2019,1,21,9,0,Avenida da Liberdade,0,0,0,1
stationary traffic,Rua Bernardo Sequeira / Rua Cândido de Oliveira,Avenida da Liberdade,411,250,2019,1,21,9,0,Avenida da Liberdade,0,1,0,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,148,2019,1,21,16,0,Avenida Central,0,0,0,0
slow traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,498,140,2019,1,21,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,241,2019,1,21,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N103 (N101),499,205,2019,1,21,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),466,355,2019,1,21,19,0,Avenida Central,1,0,1,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,328,2019,1,21,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,204,2019,1,21,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,174,2019,1,22,11,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,166,2019,1,22,15,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),270,209,2019,1,22,16,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,174,2019,1,22,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,256,2019,1,22,18,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),499,213,2019,1,22,18,0,Avenida Central,1,0,1,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),250,157,2019,1,22,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,376,430,2019,1,22,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,844,290,2019,1,22,19,0,Rua Costa Gomes,0,0,0,1
stationary traffic,Rua de Tourido / Rua da Nossa Senhora das Graças,Rua Costa Gomes,440,163,2019,1,22,19,0,Rua Costa Gomes,0,1,0,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),434,360,2019,1,22,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,197,2019,1,22,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua Dos Barbosas (Avenida 31 De Janeiro),Avenida Central,729,355,2019,1,22,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,629,2019,1,22,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,233,2019,1,22,20,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,134,2019,1,23,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,132,2019,1,23,14,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,286,2019,1,23,15,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,322,174,2019,1,23,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,201,2019,1,23,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,285,2019,1,23,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,180,2019,1,23,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,372,2019,1,23,18,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,291,2019,1,23,18,0,Avenida Central,0,0,0,0
stationary traffic,Rua de Tourido / Rua da Nossa Senhora das Graças,Rua Costa Gomes,322,150,2019,1,23,19,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),466,472,2019,1,23,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,174,2019,1,24,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,200,2019,1,24,10,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),324,137,2019,1,24,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),339,264,2019,1,24,18,0,Avenida Central,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,506,194,2019,1,24,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,178,2019,1,24,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),466,356,2019,1,24,19,0,Avenida Central,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,142,2019,1,24,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,264,143,2019,1,24,19,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,127,2019,1,24,19,0,Avenida Padre Júlio Fragata,0,0,0,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,264,122,2019,1,24,19,0,Avenida Padre Júlio Fragata,0,1,0,1
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,291,180,2019,1,25,9,0,Rua Nova de Santa Cruz,0,0,0,0
slow traffic,Avenida Central,Rua Do Conselheiro Bento Miguel (N101),330,125,2019,1,25,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,299,2019,1,25,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),356,263,2019,1,25,18,0,Avenida Central,0,0,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,615,256,2019,1,25,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,156,2019,1,25,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N103 (N101),613,277,2019,1,25,19,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),466,263,2019,1,25,19,0,Avenida Central,1,0,1,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,268,2019,1,25,19,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),360,164,2019,1,26,12,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,241,2019,1,26,12,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,132,2019,1,26,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,168,2019,1,26,18,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,151,2019,1,26,19,0,Avenida Central,0,0,0,0
stationary traffic,Rua Costa Gomes,Rua Dos Caires (N201),1582,436,2019,1,26,23,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Estrada da Variante de Real / Rua da Cotorela,Rua Costa Gomes,264,206,2019,1,26,23,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Estrada da Variante de Real,Rua Costa Gomes,264,210,2019,1,27,0,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,174,2019,1,27,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,145,2019,1,27,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,230,130,2019,1,28,9,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,167,2019,1,28,10,0,Avenida da Liberdade,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,374,233,2019,1,28,13,0,Rua Costa Gomes,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,248,220,2019,1,28,14,0,Rua Costa Gomes,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,226,171,2019,1,28,15,0,Rua Costa Gomes,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,506,318,2019,1,28,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,630,2019,1,28,17,0,Avenida Central,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,440,120,2019,1,28,18,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,150,2019,1,28,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,615,267,2019,1,28,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,188,2019,1,28,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,146,2019,1,28,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),434,300,2019,1,29,9,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,140,2019,1,29,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Rua de Dom Pedro V,205,126,2019,1,29,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),386,360,2019,1,29,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,254,2019,1,30,9,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),270,135,2019,1,30,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida 31 de Janeiro / Rua Beato Miguel de Carvalho,376,125,2019,1,30,17,0,Avenida da Liberdade,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,162,2019,1,30,17,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,N103 (N101),557,165,2019,1,30,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,524,2019,1,30,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,404,2019,1,30,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,334,369,2019,1,30,18,0,Avenida Padre Júlio Fragata,0,0,0,1
stationary traffic,Avenida Padre Júlio Fragata,Avenida Padre Júlio Fragata,322,152,2019,1,30,18,0,Avenida Padre Júlio Fragata,0,1,0,1
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,190,2019,1,30,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,351,2019,1,30,19,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,177,2019,1,31,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),602,472,2019,1,31,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,376,257,2019,1,31,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida da Liberdade,Avenida 31 de Janeiro / Rua Beato Miguel de Carvalho,287,264,2019,1,31,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),440,342,2019,1,31,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,334,128,2019,2,1,9,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,183,2019,2,1,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,199,2019,2,1,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,127,2019,2,1,18,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,822,2019,2,1,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,370,283,2019,2,1,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,142,2019,2,1,19,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,200,2019,2,2,12,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,247,2019,2,4,9,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,398,438,2019,2,4,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,216,164,2019,2,4,18,0,Avenida Padre Júlio Fragata,0,0,0,1
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,334,196,2019,2,4,18,0,Avenida Padre Júlio Fragata,0,1,0,1
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,147,124,2019,2,4,18,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),206,184,2019,2,4,19,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),420,201,2019,2,4,19,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Padre Júlio Fragata,440,190,2019,2,4,19,0,Avenida Padre Júlio Fragata,0,0,0,1
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,334,196,2019,2,4,19,0,Avenida Padre Júlio Fragata,0,1,0,1
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,264,270,2019,2,5,9,0,Avenida João Paulo II,0,0,0,0
stationary traffic,N101,Avenida Padre Júlio Fragata,205,135,2019,2,5,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,384,2019,2,5,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida João Paulo II,São Vítor,299,279,2019,2,5,9,0,Avenida João Paulo II,0,0,0,0
stationary traffic,N101,Avenida Padre Júlio Fragata,205,127,2019,2,5,10,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,227,2019,2,5,10,0,Avenida Central,0,0,0,0
stationary traffic,Avenida João Paulo II,Rua Doutor Elísio Moura,243,150,2019,2,5,10,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Rua de Dom Pedro V,264,202,2019,2,5,10,0,Avenida Padre Júlio Fragata,0,0,1,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,264,135,2019,2,5,10,0,Avenida João Paulo II,1,0,1,0
stationary traffic,Avenida Dom João II,Avenida Padre Júlio Fragata,205,126,2019,2,5,10,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,322,272,2019,2,5,14,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,136,2019,2,5,14,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,152,2019,2,5,15,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,223,2019,2,5,16,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,286,2019,2,5,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N103 (N101),615,257,2019,2,5,18,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),404,268,2019,2,5,18,0,Avenida Central,1,0,1,0
stationary traffic,N14,Avenida da Liberdade,205,156,2019,2,5,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,390,2019,2,5,18,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),370,290,2019,2,5,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),382,180,2019,2,5,19,0,Avenida Central,1,0,1,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,182,2019,2,5,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,334,343,2019,2,5,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,N205-4 (N201),Rua Costa Gomes,296,230,2019,2,5,19,0,Rua Costa Gomes,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),453,142,2019,2,6,9,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,580,2019,2,6,9,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,141,2019,2,6,13,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,440,320,2019,2,6,18,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),304,211,2019,2,6,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Padre Júlio Fragata,440,169,2019,2,6,19,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),304,195,2019,2,6,20,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,339,297,2019,2,7,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,353,2019,2,7,17,0,Avenida Central,0,0,0,0
stationary traffic,N205-4 (N201),Rua Costa Gomes,296,154,2019,2,7,18,0,Rua Costa Gomes,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,123,2019,2,7,18,0,Avenida Central,0,0,0,0
