description,from_road,to_road,length_in_meters,delay_in_seconds,Year,Month (number),Day of month,Hour,Minute,rua_name,dupl_from,dupl_to,new_from,new_to
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,280,2018,11,15,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,235,2018,11,15,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua Lusíadas / Rua dos Peões,Rua Nova de Santa Cruz,251,315,2018,11,15,22,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,240,2018,11,16,9,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,157,2018,11,16,14,0,Avenida Central,0,0,0,0
slow traffic,N101 (Rua De Santa Margarida),Avenida Central,615,126,2018,11,16,15,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,122,2018,11,16,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,155,2018,11,16,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,301,2018,11,16,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,157,2018,11,16,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,426,2018,11,16,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,122,2018,11,16,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,327,2018,11,16,19,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,149,2018,11,17,11,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,180,2018,11,17,11,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,275,2018,11,17,12,0,Avenida Central,0,0,0,0
queuing traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,145,2018,11,17,12,0,Avenida Central,0,0,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,127,2018,11,18,16,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,137,2018,11,19,9,0,Avenida Central,0,0,0,0
stationary traffic,Braga-Circular (São Vítor) (N103),Rua Nova de Santa Cruz,557,170,2018,11,19,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Rua Bernardo Sequeira / Rua Cândido de Oliveira,Avenida da Liberdade,264,162,2018,11,19,11,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,225,2018,11,19,14,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,215,2018,11,19,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,238,2018,11,19,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,180,2018,11,19,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,239,2018,11,19,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,264,156,2018,11,19,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,220,2018,11,20,9,0,Avenida Central,0,0,0,0
stationary traffic,Caminho de Lamas,Avenida Padre Júlio Fragata,506,168,2018,11,20,11,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,204,2018,11,20,15,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,184,2018,11,20,16,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,129,2018,11,20,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,281,2018,11,20,18,0,Avenida Central,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),147,133,2018,11,20,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,230,2018,11,20,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,290,2018,11,20,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,169,2018,11,20,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,186,2018,11,21,9,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,169,2018,11,21,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,488,2018,11,21,9,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,192,2018,11,21,16,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,336,2018,11,21,16,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,158,2018,11,21,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,159,2018,11,21,18,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),375,142,2018,11,21,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,272,2018,11,21,18,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,133,2018,11,21,18,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,291,223,2018,11,21,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,274,2018,11,21,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,187,173,2018,11,21,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,264,126,2018,11,21,19,0,Avenida Padre Júlio Fragata,0,0,1,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,252,2018,11,21,19,0,Avenida Padre Júlio Fragata,1,1,1,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,192,2018,11,22,9,0,Avenida Central,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,155,2018,11,22,9,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,342,152,2018,11,22,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,337,2018,11,22,9,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,149,2018,11,22,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,381,759,2018,11,22,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,170,2018,11,22,13,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,187,2018,11,22,13,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,176,2018,11,22,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,418,2018,11,22,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,263,2018,11,22,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,164,2018,11,22,18,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,125,2018,11,22,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,208,2018,11,22,19,0,Avenida Central,1,0,1,0
slow traffic,Rua Doutor Francisco Duarte (Avenida 31 De Janeiro),Avenida Central,498,151,2018,11,22,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,283,2018,11,22,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,219,2018,11,22,19,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,202,2018,11,23,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,207,2018,11,23,9,0,Avenida da Liberdade,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,281,268,2018,11,23,9,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,152,2018,11,23,11,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,371,184,2018,11,23,13,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,345,2018,11,23,14,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,271,2018,11,23,15,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,211,2018,11,23,16,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,506,396,2018,11,23,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,367,2018,11,23,17,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,381,2018,11,23,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,291,241,2018,11,23,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida António Macedo,Avenida da Liberdade,441,187,2018,11,23,18,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,166,2018,11,23,18,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),755,420,2018,11,23,18,0,Avenida Central,1,0,1,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,159,2018,11,23,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,343,2018,11,23,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,333,2018,11,23,18,0,Avenida Padre Júlio Fragata,0,0,1,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,129,2018,11,23,18,0,Avenida Padre Júlio Fragata,1,1,1,1
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,381,194,2018,11,23,18,0,Avenida João Paulo II,0,0,0,0
queuing traffic,São Vicente,Avenida Padre Júlio Fragata,791,145,2018,11,23,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,314,2018,11,23,19,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),590,166,2018,11,23,19,0,Avenida Central,1,0,1,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,214,2018,11,23,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua Álvaro,Rua Nova de Santa Cruz,147,167,2018,11,23,19,0,Rua Nova de Santa Cruz,0,0,1,1
stationary traffic,Rua Álvaro,Rua Nova de Santa Cruz,322,309,2018,11,23,19,0,Rua Nova de Santa Cruz,1,1,1,1
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,381,280,2018,11,23,19,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,190,2018,11,23,20,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,180,2018,11,23,20,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua Álvaro,Rua Nova de Santa Cruz,381,138,2018,11,23,20,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,128,2018,11,23,22,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,130,2018,11,24,12,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,156,2018,11,24,14,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,203,2018,11,25,17,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,161,2018,11,25,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,381,550,2018,11,26,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,171,2018,11,26,10,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,276,2018,11,26,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,180,2018,11,26,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,155,2018,11,26,17,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,143,2018,11,26,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,234,2018,11,26,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,261,2018,11,26,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,256,2018,11,26,19,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),425,133,2018,11,26,19,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,267,2018,11,26,19,0,Avenida Central,1,0,1,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,165,2018,11,26,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,231,2018,11,27,9,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,213,2018,11,27,15,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,150,2018,11,27,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,287,2018,11,27,18,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,306,2018,11,27,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,473,2018,11,27,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,213,2018,11,27,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,300,2018,11,27,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),551,256,2018,11,27,19,0,Avenida Central,1,0,1,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,173,2018,11,27,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,503,2018,11,28,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Rua Bernardo Sequeira / Rua Cândido de Oliveira,Avenida da Liberdade,147,157,2018,11,28,13,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),208,131,2018,11,28,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,171,2018,11,28,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,315,2018,11,28,17,0,Avenida Central,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,615,211,2018,11,28,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,365,2018,11,28,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,362,2018,11,28,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,513,2018,11,29,9,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,152,2018,11,29,9,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,179,2018,11,29,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,255,2018,11,29,15,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,207,2018,11,29,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,153,2018,11,29,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,279,2018,11,29,18,0,Avenida da Liberdade,0,0,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,138,2018,11,29,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,234,177,2018,11,29,18,0,Avenida Padre Júlio Fragata,0,0,1,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,362,2018,11,29,18,0,Avenida Padre Júlio Fragata,1,1,1,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,209,2018,11,29,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,186,2018,11,29,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,279,2018,11,29,19,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,168,2018,11,29,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,118,2018,11,29,19,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,204,2018,11,30,9,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,481,2018,11,30,9,0,Avenida Central,1,0,1,0
stationary traffic,Gualtar (N103),Rua Nova de Santa Cruz,498,484,2018,11,30,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,149,2018,11,30,14,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,282,2018,11,30,17,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,240,2018,11,30,17,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,255,2018,11,30,18,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),557,187,2018,11,30,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,156,2018,11,30,18,0,Avenida Central,1,0,1,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,364,108,2018,11,30,19,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,336,2018,11,30,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),613,213,2018,11,30,19,0,Avenida Central,1,0,1,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,615,277,2018,11,30,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,197,2018,12,1,12,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,147,2018,12,1,12,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,136,2018,12,1,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,165,2018,12,1,17,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,215,2018,12,1,17,0,Avenida Central,0,0,0,0
