Mes,Dia,Ano,Hora,Minutos,Dia da semana,free_flow_distance,total_time,total_speed,length_in_meters,delay_in_seconds,incidente,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,no_rain,chuva_fraca,chuva,chuva_trovoada,chuva_intensa,diif_ranker
8,2,2018,12,0,5,2544.0,52.0,44.657,0.0,0.0,0.0,28.0,1014.0,61.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.009
8,2,2018,13,0,5,2544.0,54.667,43.296,0.0,0.0,0.0,27.0,1014.0,61.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.37
8,2,2018,14,0,5,2544.0,52.667,42.294,0.0,0.0,0.0,31.0,1014.0,48.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.373
8,2,2018,15,0,5,2544.0,46.667,43.549,0.0,0.0,0.0,31.0,1014.0,48.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,6.118
8,2,2018,16,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,33.0,1013.0,41.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,17,0,5,2544.0,56.667,36.744,143.333,8.333,0.333,33.0,1013.0,41.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,12.922
8,2,2018,18,0,5,2544.0,68.0,39.292,336.667,15.667,0.333,32.0,1013.0,43.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,10.374
8,2,2018,19,0,5,2544.0,52.0,44.657,0.0,0.0,0.0,30.0,1013.0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.009
8,2,2018,20,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,28.0,1014.0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,21,0,5,2544.0,57.333,38.91,0.0,0.0,0.0,26.0,1014.0,61.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.756
8,2,2018,22,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,24.0,1015.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,23,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1014.0,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,0,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1015.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,1,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1014.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,2,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1014.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,3,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1014.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,4,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1014.0,83.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,5,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,24.0,1014.0,73.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,6,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1014.0,61.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,7,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,27.0,1015.0,57.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,8,0,6,2544.0,48.0,46.359,0.0,0.0,0.0,30.0,1015.0,55.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.308
8,3,2018,9,0,6,2544.0,46.0,44.467,0.0,0.0,0.0,27.0,1016.0,61.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2
8,3,2018,10,0,6,2544.0,55.333,40.344,0.0,0.0,0.0,31.0,1016.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.323
8,3,2018,11,0,6,2544.0,48.0,46.359,0.0,0.0,0.0,28.0,1017.0,58.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.308
8,3,2018,12,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1017.0,65.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,13,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,26.0,1017.0,65.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,14,0,6,2544.0,44.0,49.667,280.0,43.333,0.333,33.0,1016.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,15,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,30.0,1016.0,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,16,0,6,2544.0,51.333,44.987,0.0,0.0,0.0,30.0,1016.0,51.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.679
8,3,2018,17,0,6,2544.0,52.667,44.339,0.0,0.0,0.0,31.0,1016.0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.327
8,3,2018,18,0,6,2544.0,70.667,31.623,150.0,6.667,0.333,24.0,1016.0,73.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,18.043
8,3,2018,19,0,6,2544.0,52.0,44.657,0.0,0.0,0.0,24.0,1016.0,73.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.009
8,3,2018,20,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1016.0,73.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,21,0,6,2544.0,45.333,45.667,0.0,0.0,0.0,23.0,1016.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
8,3,2018,22,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1017.0,83.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,3,2018,23,0,6,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1016.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,0,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1016.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,1,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1016.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,2,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1016.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,3,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1016.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,4,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1016.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,5,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1016.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,6,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1016.0,69.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,7,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1016.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,8,0,7,2544.0,44.0,49.667,86.667,70.333,0.333,27.0,1017.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,9,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,32.0,1017.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,10,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,33.0,1017.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,11,0,7,2544.0,56.333,37.525,93.333,107.333,0.333,33.0,1017.0,59.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,12.142
8,4,2018,12,0,7,2544.0,50.667,44.889,0.0,0.0,0.0,34.0,1017.0,49.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.778
8,4,2018,13,0,7,2544.0,45.0,46.417,0.0,0.0,0.0,31.0,1017.0,55.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25
8,4,2018,14,0,7,2544.0,45.0,46.417,0.0,0.0,0.0,33.0,1017.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25
8,4,2018,15,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,33.0,1016.0,46.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,16,0,7,2544.0,49.333,41.932,116.667,60.667,0.333,33.0,1016.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.734
8,4,2018,17,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,32.0,1016.0,52.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,18,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,32.0,1016.0,52.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,19,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1016.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,20,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1016.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,21,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1016.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,4,2018,22,0,7,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1016.0,78.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
